NO,SAMPLE_ID,식품코드,DB군,식품명,연도,지역 / 제조사,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎),콜레스테롤(㎎),총 포화 지방산(g),트랜스 지방산(g),성분표출처
1193,D010953-ZZ-AVG,D010953,음식,미니케이스 소,2019,코코호도,60,155,9,-,-,14,74,-,0.6,-,식약처('19)
1194,D010954-ZZ-AVG,D010954,음식,레드컵,2019,코코호도,60,155,9,-,-,14,74,-,0.6,-,식약처('19)
1195,D010955-ZZ-AVG,D010955,음식,초코컵,2019,코코호도,60,155,9,-,-,14,74,-,0.6,-,식약처('19)
1196,D010956-ZZ-AVG,D010956,음식,프리백,2019,코코호도,60,155,9,-,-,14,74,-,0.6,-,식약처('19)
1197,D010957-ZZ-AVG,D010957,음식,간식용11개,2019,코코호도,60,155,9,-,-,14,74,-,0.6,-,식약처('19)
1198,D010958-ZZ-AVG,D010958,음식,간식용19개,2019,코코호도,60,155,9,-,-,14,74,-,0.6,-,식약처('19)
1199,D010959-ZZ-AVG,D010959,음식,간식용38개,2019,코코호도,60,155,9,-,-,14,74,-,0.6,-,식약처('19)
1200,D010960-ZZ-AVG,D010960,음식,단체간식용 호두과자,2019,코코호도,60,155,9,-,-,14,74,-,0.6,-,식약처('19)
1201,D010961-ZZ-AVG,D010961,음식,허니땅콩,2019,코코호도,100,591,25,-,30,18,256,-,13,-,식약처('19)
1202,D010962-ZZ-AVG,D010962,음식,아몬드,2019,코코호도,100,590,24,-,23,4,66,-,4,-,식약처('19)
1203,D010963-ZZ-AVG,D010963,음식,캐슈넛,2019,코코호도,100,572,21,-,35,7,44,-,7,-,식약처('19)
1204,D010964-ZZ-AVG,D010964,음식,초콜릿 글레이즈드,2019,크리스피크림도넛,51,223,4,-,-,11,90,-,3.7,-,식약처('19)
1205,D010965-ZZ-AVG,D010965,음식,로열 루비 초콜릿 링,2019,크리스피크림도넛,68,344,5,-,-,17,105,-,8,-,식약처('19)
1206,D010966-ZZ-AVG,D010966,음식,더블 다크 초콜릿 필드,2019,크리스피크림도넛,83,390,5,-,-,15,100,-,8,-,식약처('19)
1207,D010967-ZZ-AVG,D010967,음식,퓨어 화이트 초콜릿 필드,2019,크리스피크림도넛,76,361,5,-,-,17,120,-,9,-,식약처('19)
1208,D010968-ZZ-AVG,D010968,음식,크런치 밀크 초콜릿 링,2019,크리스피크림도넛,77,367,5,-,-,21,-,-,9,-,식약처('19)
1209,D010969-ZZ-AVG,D010969,음식,크림치즈 필드,2019,크리스피크림도넛,62,235,4,-,-,13,4.6,-,0,-,식약처('19)
1210,D010970-ZZ-AVG,D010970,음식,초콜릿 필드,2019,크리스피크림도넛,62,282,4,-,-,18,130,-,5,-,식약처('19)
1211,D010971-ZZ-AVG,D010971,음식,로투스 비스코프 도넛,2019,크리스피크림도넛,82,374,5,-,-,14,170,-,9,-,식약처('19)
1212,D010972-ZZ-AVG,D010972,음식,리고 피넛버터 도넛,2019,크리스피크림도넛,78,383,8,-,-,12,160,-,9,-,식약처('19)
1213,D010973-ZZ-AVG,D010973,음식,미니 오리지널 글레이즈드,2019,크리스피크림도넛,23,101,2,-,-,5,40,-,1.7,-,식약처('19)
1214,D010974-ZZ-AVG,D010974,음식,초코홀릭,2019,크리스피크림도넛,55,269,4,-,-,10,80,-,9,-,식약처('19)
1215,D010975-ZZ-AVG,D010975,음식,초콜릿 아이스드 글레이즈드,2019,크리스피크림도넛,56,247,4,-,-,13,120,-,6,-,식약처('19)
1216,D010976-ZZ-AVG,D010976,음식,딸기와플넛,2019,크리스피크림도넛,126,524,7,-,-,32,260,-,14,-,식약처('19)
1217,D010977-ZZ-AVG,D010977,음식,초코와플넛,2019,크리스피크림도넛,126,551,8,-,-,31,270,-,13,-,식약처('19)
1218,D010978-ZZ-AVG,D010978,음식,카라멜와플넛,2019,크리스피크림도넛,124,547,8,-,-,31,270,-,14,-,식약처('19)
1219,D010979-ZZ-AVG,D010979,음식,오리지널 글레이즈드,2019,크리스피크림도넛,47,201,3,-,-,9,120,-,3.6,-,식약처('19)
1220,D010980-ZZ-AVG,D010980,음식,카라멜 아이스드,2019,크리스피크림도넛,64,238,3,-,-,17,120,-,3.7,-,식약처('19)
1221,D010981-ZZ-AVG,D010981,음식,슈거 코티드,2019,크리스피크림도넛,45,200,3,-,-,9,80,-,3.6,-,식약처('19)
1222,D010982-ZZ-AVG,D010982,음식,뉴욕 치즈케익,2019,크리스피크림도넛,90,332,5,-,-,18,150,-,6,-,식약처('19)
1223,D010983-ZZ-AVG,D010983,음식,파우더 스트로베리 필드,2019,크리스피크림도넛,70,248,4,-,-,10,105,-,4.4,-,식약처('19)
1224,D010984-ZZ-AVG,D010984,음식,글레이즈드 사워 크림,2019,크리스피크림도넛,80,341,2,-,-,29,240,-,5,-,식약처('19)
1225,D010985-ZZ-AVG,D010985,음식,글레이즈드 초콜릿 케익,2019,크리스피크림도넛,80,333,3,-,-,28,200,-,5,-,식약처('19)
1226,D010986-ZZ-AVG,D010986,음식,메론 스무디,2019,크리스피크림도넛,460,342,11,-,-,56,180,-,4,-,식약처('19)
1227,D010987-ZZ-AVG,D010987,음식,살구자두 스무디,2019,크리스피크림도넛,460,256,0,-,-,65,10,-,0,-,식약처('19)
1228,D010988-ZZ-AVG,D010988,음식,블루베리 요거트 스무디,2019,크리스피크림도넛,460,254,0,-,-,60,25,-,0,-,식약처('19)
1229,D010989-ZZ-AVG,D010989,음식,밀크티,2019,크리스피크림도넛,300,251,8,-,-,24,150,-,6,-,식약처('19)
1230,D010990-ZZ-AVG,D010990,음식,다크 핫 초콜릿,2019,크리스피크림도넛,304,368,11,-,-,10,170,-,14,-,식약처('19)
1231,D010991-ZZ-AVG,D010991,음식,망고스무디,2019,크리스피크림도넛,460,307,1,-,-,70,10,-,0,-,식약처('19)
1232,D010992-ZZ-AVG,D010992,음식,스트로베리 스무디,2019,크리스피크림도넛,460,272,1,-,-,65,5,-,0,-,식약처('19)
1233,D010993-ZZ-AVG,D010993,음식,아메리카노S,2019,크리스피크림도넛,310,12,1,-,-,0,-,-,0,-,식약처('19)
1234,D010994-ZZ-AVG,D010994,음식,아메리카노M,2019,크리스피크림도넛,390,23,3,-,-,0,-,-,0,-,식약처('19)
1235,D010995-ZZ-AVG,D010995,음식,아이스아메리카노S,2019,크리스피크림도넛,320,12,1,-,-,0,-,-,0,-,식약처('19)
1236,D010996-ZZ-AVG,D010996,음식,아이스아메리카노M,2019,크리스피크림도넛,440,23,3,-,-,0,-,-,0,-,식약처('19)
1237,D010997-ZZ-AVG,D010997,음식,아이스아메리카노L,2019,크리스피크림도넛,600,35,4,-,-,0,-,-,0,-,식약처('19)
1238,D010998-ZZ-AVG,D010998,음식,아이스아메리카노 XL,2019,크리스피크림도넛,920,46,5,-,-,0,-,-,0,-,식약처('19)
1239,D010999-ZZ-AVG,D010999,음식,스팀우유,2019,크리스피크림도넛,270,169,8,-,-,0,140,-,6,-,식약처('19)
1240,D011000-ZZ-AVG,D011000,음식,우유,2019,크리스피크림도넛,300,205,10,-,-,0,170,-,8,-,식약처('19)
1241,D011001-ZZ-AVG,D011001,음식,라떼S,2019,크리스피크림도넛,280,167,9,-,-,0,130,-,6,-,식약처('19)
1242,D011002-ZZ-AVG,D011002,음식,라떼M,2019,크리스피크림도넛,390,226,12,-,-,0,170,-,8,-,식약처('19)
1243,D011003-ZZ-AVG,D011003,음식,아이스라떼S,2019,크리스피크림도넛,320,93,5,-,-,0,70,-,3.1,-,식약처('19)
1244,D011004-ZZ-AVG,D011004,음식,아이스라떼M,2019,크리스피크림도넛,420,131,8,-,-,0,90,-,4.1,-,식약처('19)
1245,D011005-ZZ-AVG,D011005,음식,아이스라떼L,2019,크리스피크림도넛,570,197,12,-,-,0,140,-,6,-,식약처('19)
1246,D011006-ZZ-AVG,D011006,음식,아이스라떼 XL,2019,크리스피크림도넛,890,290,17,-,-,0,200,-,9,-,식약처('19)
1247,D011007-ZZ-AVG,D011007,음식,바닐라라떼S,2019,크리스피크림도넛,283,269,9,-,-,21,210,-,7,-,식약처('19)
1248,D011008-ZZ-AVG,D011008,음식,바닐라라떼M,2019,크리스피크림도넛,395,382,13,-,-,31,290,-,10,-,식약처('19)
1249,D011009-ZZ-AVG,D011009,음식,아이스 바닐라라떼S,2019,크리스피크림도넛,333,201,6,-,-,21,150,-,4.8,-,식약처('19)
1250,D011010-ZZ-AVG,D011010,음식,아이스 바닐라라떼M,2019,크리스피크림도넛,450,300,9,-,-,31,230,-,7,-,식약처('19)
1251,D011011-ZZ-AVG,D011011,음식,카푸치노S,2019,크리스피크림도넛,260,154,8,-,-,0,120,-,5,-,식약처('19)
1252,D011012-ZZ-AVG,D011012,음식,카푸치노M,2019,크리스피크림도넛,390,226,12,-,-,0,170,-,8,-,식약처('19)
1253,D011013-ZZ-AVG,D011013,음식,아이스 카푸치노S,2019,크리스피크림도넛,300,80,5,-,-,0,55,-,2.6,-,식약처('19)
1254,D011014-ZZ-AVG,D011014,음식,아이스 카푸치노M,2019,크리스피크림도넛,390,111,7,-,-,0,75,-,3.3,-,식약처('19)
1255,D011015-ZZ-AVG,D011015,음식,모카S,2019,크리스피크림도넛,292,312,10,-,-,7,140,-,13,-,식약처('19)
1256,D011016-ZZ-AVG,D011016,음식,모카M,2019,크리스피크림도넛,403,427,14,-,-,9,180,-,17,-,식약처('19)
1257,D011017-ZZ-AVG,D011017,음식,아이스모카S,2019,크리스피크림도넛,342,244,6,-,-,7,80,-,10,-,식약처('19)
1258,D011018-ZZ-AVG,D011018,음식,아이스모카M,2019,크리스피크림도넛,448,339,9,-,-,9,110,-,13,-,식약처('19)
1259,D011019-ZZ-AVG,D011019,음식,드립커피S,2019,크리스피크림도넛,310,15,2,-,-,0,35,-,0,-,식약처('19)
1260,D011020-ZZ-AVG,D011020,음식,드립커피M,2019,크리스피크림도넛,390,19,3,-,-,0,40,-,0,-,식약처('19)
1261,D011021-ZZ-AVG,D011021,음식,아이스드립커피S,2019,크리스피크림도넛,320,8,1,-,-,0,15,-,0,-,식약처('19)
1262,D011022-ZZ-AVG,D011022,음식,아이스드립커피M,2019,크리스피크림도넛,400,10,2,-,-,0,20,-,0,-,식약처('19)
1263,D011023-ZZ-AVG,D011023,음식,아이스드립커피L,2019,크리스피크림도넛,600,14,2,-,-,0,35,-,0,-,식약처('19)
1264,D011024-ZZ-AVG,D011024,음식,아이스드립커피XL,2019,크리스피크림도넛,920,22,4,-,-,0,50,-,0,-,식약처('19)
1265,D011025-ZZ-AVG,D011025,음식,카라멜 마끼아또S,2019,크리스피크림도넛,287,232,8,-,-,20,115,-,5,-,식약처('19)
1266,D011026-ZZ-AVG,D011026,음식,카라멜 마끼아또M,2019,크리스피크림도넛,395,315,11,-,-,27,150,-,7,-,식약처('19)
1267,D011027-ZZ-AVG,D011027,음식,순수우유 딸기 쉐이크,2019,크리스피크림도넛,355,581,9,-,-,36,110,-,10,-,식약처('19)
1268,D011028-ZZ-AVG,D011028,음식,순수우유 쉐이크,2019,크리스피크림도넛,350,561,9,-,-,33,110,-,10,-,식약처('19)
1269,D011029-ZZ-AVG,D011029,음식,순수우유 소프트콘,2019,크리스피크림도넛,160,351,7,-,-,24,35,-,13,-,식약처('19)
1270,D011030-ZZ-AVG,D011030,음식,순수우유 초코콘,2019,크리스피크림도넛,180,432,7,-,-,31,35,-,17,-,식약처('19)
1271,D011031-ZZ-AVG,D011031,음식,쿠앤크 쉐이크,2019,크리스피크림도넛,409,703,11,-,-,70,340,-,20,-,식약처('19)
1272,D011032-ZZ-AVG,D011032,음식,크리스피 아이스크림 콘,2019,크리스피크림도넛,165,284,5,-,-,39,65,-,5,-,식약처('19)
1273,D011033-ZZ-AVG,D011033,음식,스트로베리 쉐이크,2019,크리스피크림도넛,355,466,9,-,-,61,160,-,10,-,식약처('19)
1274,D011034-ZZ-AVG,D011034,음식,밀크쉐이크,2019,크리스피크림도넛,350,314,7,-,-,50,35,-,13,-,식약처('19)
1275,D011035-ZZ-AVG,D011035,음식,바삭 콘 라떼,2019,요거프레소,360,412,6.2,-,-,34,208,-,9,-,식약처('19)
1276,D011036-ZZ-AVG,D011036,음식,바삭 콘 프라페,2019,요거프레소,360,454,7,-,-,40,230,-,9,-,식약처('19)
1277,D011037-ZZ-AVG,D011037,음식,피넛 버터 라떼,2019,요거프레소,360,387,6,-,-,40,243,-,15,-,식약처('19)
1278,D011038-ZZ-AVG,D011038,음식,피넛 버터 초코 라떼,2019,요거프레소,360,388,7,-,-,43,222,-,14,-,식약처('19)
1279,D011039-ZZ-AVG,D011039,음식,피넛 버터 카페 라떼,2019,요거프레소,360,387,6,-,-,40,243,-,15,-,식약처('19)
1280,D011040-ZZ-AVG,D011040,음식,피넛 버터 프라페,2019,요거프레소,360,368,4,-,-,40,221,-,14,-,식약처('19)
1281,D011041-ZZ-AVG,D011041,음식,피넛 버터 초코 프라페,2019,요거프레소,360,370,4,-,-,43,200,-,12,-,식약처('19)
1282,D011042-ZZ-AVG,D011042,음식,피넛 버터 카페 프라페,2019,요거프레소,360,368,4,-,-,40,221,-,14,-,식약처('19)
1283,D011043-ZZ-AVG,D011043,음식,아메리카노,2019,요거프레소,360,0.2,0,-,-,0,1,-,0,-,식약처('19)
1284,D011044-ZZ-AVG,D011044,음식,아이스 아메리카노,2019,요거프레소,360,0.2,0,-,-,0,1,-,0,-,식약처('19)
1285,D011045-ZZ-AVG,D011045,음식,카페라떼,2019,요거프레소,360,132,5,-,-,7,102,-,4,-,식약처('19)
1286,D011046-ZZ-AVG,D011046,음식,아이스 카페라떼,2019,요거프레소,360,115,5,-,-,8,97,-,4,-,식약처('19)
1287,D011047-ZZ-AVG,D011047,음식,카푸치노,2019,요거프레소,360,112,5,-,-,5,101,-,5,-,식약처('19)
1288,D011048-ZZ-AVG,D011048,음식,아이스 카푸치노,2019,요거프레소,360,67,4,-,-,4,51,-,3,-,식약처('19)
1289,D011049-ZZ-AVG,D011049,음식,바닐라 라떼,2019,요거프레소,360,201,6,-,-,23,101,-,4,-,식약처('19)
1290,D011050-ZZ-AVG,D011050,음식,아이스 바닐라 라떼,2019,요거프레소,360,148,0,-,-,22,76,-,3,-,식약처('19)
1291,D011051-ZZ-AVG,D011051,음식,카라멜 마끼아또,2019,요거프레소,360,218,5,-,-,4,124,-,4,-,식약처('19)
1292,D011052-ZZ-AVG,D011052,음식,아이스 카라멜 마끼아또,2019,요거프레소,360,162,4,-,-,5,128,-,3,-,식약처('19)
1293,D011053-ZZ-AVG,D011053,음식,민트모카 라떼,2019,요거프레소,360,302,6,-,-,17,111,-,9,-,식약처('19)
1294,D011054-ZZ-AVG,D011054,음식,아이스 민트모카 라떼,2019,요거프레소,360,238,4,-,-,16,82,-,7,-,식약처('19)
1295,D011055-ZZ-AVG,D011055,음식,콜드브루,2019,요거프레소,360,3,0,-,-,0,1,-,0,-,식약처('19)
1296,D011056-ZZ-AVG,D011056,음식,콜드브루 라떼,2019,요거프레소,360,78,4,-,-,6,63,-,3,-,식약처('19)
1297,D011057-ZZ-AVG,D011057,음식,콜드브루 마끼아또,2019,요거프레소,360,195,5,-,-,20,136,-,3,-,식약처('19)
1298,D011058-ZZ-AVG,D011058,음식,니트로 콜드브루,2019,요거프레소,360,3,0,-,-,0,1,-,0,-,식약처('19)
1299,D011059-ZZ-AVG,D011059,음식,메론 치즈 프라페,2019,요거프레소,360,687,19,-,-,38,418,-,17,-,식약처('19)
1300,D011060-ZZ-AVG,D011060,음식,요거트 요프치노,2019,요거프레소,360,289,4,-,-,54,63,-,3,-,식약처('19)
1301,D011061-ZZ-AVG,D011061,음식,모카 요프치노,2019,요거프레소,360,159,3,-,-,22,65,-,3,-,식약처('19)
1302,D011062-ZZ-AVG,D011062,음식,쿠앤크 요프치노,2019,요거프레소,360,389,5,-,-,32,222,-,14,-,식약처('19)
1303,D011063-ZZ-AVG,D011063,음식,민트초코칩 요프치노,2019,요거프레소,360,349,4,-,-,24,80,-,14,-,식약처('19)
1304,D011064-ZZ-AVG,D011064,음식,코코넛 카페 요프치노,2019,요거프레소,360,253,8,-,-,48,72,-,2,-,식약처('19)
1305,D011065-ZZ-AVG,D011065,음식,순수 치즈 프라페,2019,요거프레소,360,456,8,-,-,30,418,-,16,-,식약처('19)
1306,D011066-ZZ-AVG,D011066,음식,그린티 치즈 프라페,2019,요거프레소,360,471,8,-,-,46,340,-,14,-,식약처('19)
1307,D011067-ZZ-AVG,D011067,음식,스트로베리 치즈프라페,2019,요거프레소,360,511,8,-,-,43,339,-,13,-,식약처('19)
1308,D011068-ZZ-AVG,D011068,음식,블루베리 치즈프라페,2019,요거프레소,360,509,7,-,-,42,323,-,13,-,식약처('19)
1309,D011069-ZZ-AVG,D011069,음식,화이트 핫초코,2019,요거프레소,360,255,6.6,-,-,36,285,-,5,-,식약처('19)
1310,D011070-ZZ-AVG,D011070,음식,핫초코,2019,요거프레소,360,279,7.2,-,-,40,275.6,-,5,-,식약처('19)
1311,D011071-ZZ-AVG,D011071,음식,초코 라떼,2019,요거프레소,360,321,10,-,-,39,185,-,7,-,식약처('19)
1312,D011072-ZZ-AVG,D011072,음식,아이스 초코라떼,2019,요거프레소,360,219,6,-,-,26,128,-,5,-,식약처('19)
1313,D011073-ZZ-AVG,D011073,음식,그린티 라떼,2019,요거프레소,360,334,9,-,-,50,148,-,6,-,식약처('19)
1314,D011074-ZZ-AVG,D011074,음식,아이스 그린티 라떼,2019,요거프레소,360,238,6,-,-,35,101,-,5,-,식약처('19)
1315,D011075-ZZ-AVG,D011075,음식,밀크티라떼,2019,요거프레소,360,323,9,-,-,39,132,-,7,-,식약처('19)
1316,D011076-ZZ-AVG,D011076,음식,아이스 밀크티라떼,2019,요거프레소,360,238,6,-,-,29,99,-,5,-,식약처('19)
1317,D011077-ZZ-AVG,D011077,음식,고구마 라떼,2019,요거프레소,360,259,5,-,-,23,78,-,3,-,식약처('19)
1318,D011078-ZZ-AVG,D011078,음식,아이스 고구마라떼,2019,요거프레소,360,193,5,-,-,16,78,-,3,-,식약처('19)
1319,D011079-ZZ-AVG,D011079,음식,블랙빈 라떼,2019,요거프레소,360,302,9,-,-,30,139,-,7,-,식약처('19)
1320,D011080-ZZ-AVG,D011080,음식,아이스 블랙빈 라떼,2019,요거프레소,360,239,9,-,-,26,98,-,5,-,식약처('19)
1321,D011081-ZZ-AVG,D011081,음식,리얼 홍시라떼,2019,요거프레소,360,347,3,-,-,5,57,-,2,-,식약처('19)
1322,D011082-ZZ-AVG,D011082,음식,순수 딸기 우유,2019,요거프레소,360,268,5,-,-,12,78,-,3,-,식약처('19)
1323,D011083-ZZ-AVG,D011083,음식,순수 딸기 바나나 우유,2019,요거프레소,360,241,5,-,-,10,75,-,3,-,식약처('19)
1324,D011084-ZZ-AVG,D011084,음식,순수 망고 바나나 우유,2019,요거프레소,360,262,5,-,-,18,75,-,3,-,식약처('19)
1325,D011085-ZZ-AVG,D011085,음식,자몽 스파클링 에이드,2019,요거프레소,360,101,0,-,-,23,32,-,0,-,식약처('19)
1326,D011086-ZZ-AVG,D011086,음식,오렌지 스파클링 에이드,2019,요거프레소,360,117,0.3,-,-,11,8,-,0,-,식약처('19)
1327,D011087-ZZ-AVG,D011087,음식,레몬 스파클링 에이드,2019,요거프레소,360,132,0,-,-,13,2,-,0,-,식약처('19)
1328,D011088-ZZ-AVG,D011088,음식,리얼 홍시주스,2019,요거프레소,360,416,0.5,-,-,0,11.7,-,0,-,식약처('19)
1329,D011089-ZZ-AVG,D011089,음식,딸기 생과일주스,2019,요거프레소,360,98,1,-,-,6,2,-,0,-,식약처('19)
1330,D011090-ZZ-AVG,D011090,음식,키위 생과일주스,2019,요거프레소,360,189,1,-,-,0,7,-,0,-,식약처('19)
1331,D011091-ZZ-AVG,D011091,음식,바나나 생과일 주스,2019,요거프레소,360,212,4,-,-,3,39,-,2,-,식약처('19)
1332,D011092-ZZ-AVG,D011092,음식,토마토 생과일주스,2019,요거프레소,360,79,1,-,-,0,21,-,0,-,식약처('19)
1333,D011093-ZZ-AVG,D011093,음식,흑당 시나몬 버블티,2019,요거프레소,480,353,6,-,-,51,107,-,4,-,식약처('19)
1334,D011094-ZZ-AVG,D011094,음식,흑당 쇼콜라 버블티,2019,요거프레소,480,301,4,-,-,46,88,-,3,-,식약처('19)
1335,D011095-ZZ-AVG,D011095,음식,흑당 말차 버블티,2019,요거프레소,480,389,9,-,-,63,88,-,3,-,식약처('19)
1336,D011096-ZZ-AVG,D011096,음식,흑당 카페 버블티,2019,요거프레소,480,288,4.7,-,-,36,88.7,-,3.5,-,식약처('19)
1337,D011097-ZZ-AVG,D011097,음식,흑당 홍차 버블티,2019,요거프레소,480,344,4.7,-,-,49,55.3,-,2.1,-,식약처('19)
1338,D011098-ZZ-AVG,D011098,음식,흑당 버블티,2019,요거프레소,480,315,5.3,-,-,40,99.3,-,3.9,-,식약처('19)
1339,D011099-ZZ-AVG,D011099,음식,아이스 상그리아 유자 티,2019,요거프레소,360,164,0.2,-,-,17,5.8,-,0,-,식약처('19)
1340,D011100-ZZ-AVG,D011100,음식,상그리아 유자 티,2019,요거프레소,360,164,0.2,-,-,17,5.8,-,0,-,식약처('19)
1341,D011101-ZZ-AVG,D011101,음식,아이스 상그리아 티,2019,요거프레소,360,159,0.08,-,-,34,1.02,-,0,-,식약처('19)
1342,D011102-ZZ-AVG,D011102,음식,상그리아 티,2019,요거프레소,360,159,0.08,-,-,34,1.02,-,0,-,식약처('19)
1343,D011103-ZZ-AVG,D011103,음식,자몽 티,2019,요거프레소,360,144,1,-,-,21,13,-,0,-,식약처('19)
1344,D011104-ZZ-AVG,D011104,음식,유자 티,2019,요거프레소,360,67,0,-,-,15,21,-,0,-,식약처('19)
1345,D011105-ZZ-AVG,D011105,음식,레몬 티,2019,요거프레소,360,147,1,-,-,23,25,-,0,-,식약처('19)
1346,D011106-ZZ-AVG,D011106,음식,페퍼민트,2019,요거프레소,360,1,0,-,-,0,2,-,0,-,식약처('19)
1347,D011107-ZZ-AVG,D011107,음식,베리마테,2019,요거프레소,360,2,0,-,-,1,5,-,0,-,식약처('19)
1348,D011108-ZZ-AVG,D011108,음식,루이보스 레몬프레쉬,2019,요거프레소,360,2,0,-,-,0,5,-,0,-,식약처('19)
1349,D011109-ZZ-AVG,D011109,음식,그린티,2019,요거프레소,360,1,0,-,-,0,2,-,0,-,식약처('19)
1350,D011110-ZZ-AVG,D011110,음식,잉글리쉬 브렉퍼스트,2019,요거프레소,360,2,0,-,-,0,15,-,0,-,식약처('19)
1351,D011111-ZZ-AVG,D011111,음식,캐모마일,2019,요거프레소,360,1,0,-,-,0,2,-,0,-,식약처('19)
1352,D011112-ZZ-AVG,D011112,음식,메리마카롱 초코,2019,요거프레소,360,591,8,-,-,56,375.8,-,12.6,-,식약처('19)
1353,D011113-ZZ-AVG,D011113,음식,메리마카롱 딸기,2019,요거프레소,360,528,8.1,-,-,43,143.8,-,11.9,-,식약처('19)
1354,D011114-ZZ-AVG,D011114,음식,메리마카롱 피스타치오,2019,요거프레소,360,399,11.8,-,-,20,72.87,-,10.3,-,식약처('19)
1355,D011115-ZZ-AVG,D011115,음식,메리마카롱 카라멜,2019,요거프레소,360,713,9.3,-,-,713,176.07,-,18.79,-,식약처('19)
1356,D011116-ZZ-AVG,D011116,음식,메리메론,2019,요거프레소,360,589,23,-,-,19,138,-,12,-,식약처('19)
1357,D011117-ZZ-AVG,D011117,음식,메리딸기,2019,요거프레소,360,385,5,-,-,64,93,-,10,-,식약처('19)
1358,D011118-ZZ-AVG,D011118,음식,메리치즈,2019,요거프레소,360,531,8,-,-,63,211,-,16,-,식약처('19)
1359,D011119-ZZ-AVG,D011119,음식,메리초코,2019,요거프레소,360,589,8,-,-,72,280,-,14,-,식약처('19)
1360,D011120-ZZ-AVG,D011120,음식,메리트리,2019,요거프레소,360,558,12,-,-,87,149,-,12,-,식약처('19)
1361,D011121-ZZ-AVG,D011121,음식,메리뉴욕,2019,요거프레소,360,654,15,-,-,88,181,-,14,-,식약처('19)
1362,D011122-ZZ-AVG,D011122,음식,메리망고,2019,요거프레소,360,419,5,-,-,65,81,-,10,-,식약처('19)
1363,D011123-ZZ-AVG,D011123,음식,메리베리,2019,요거프레소,360,398,5,-,-,63,79,-,0,-,식약처('19)
1364,D011124-ZZ-AVG,D011124,음식,플레인(콘),2019,요거프레소,120,220,3,-,-,49,54,-,4,-,식약처('19)
1365,D011125-ZZ-AVG,D011125,음식,플레인(컵),2019,요거프레소,120,201,2,-,-,44,53,-,3,-,식약처('19)
1366,D011126-ZZ-AVG,D011126,음식,스트로베리,2019,요거프레소,120,213,3,-,-,47,51,-,63,-,식약처('19)
1367,D011127-ZZ-AVG,D011127,음식,망고,2019,요거프레소,120,208,3,-,-,44,50,-,3,-,식약처('19)
1368,D011128-ZZ-AVG,D011128,음식,블루베리,2019,요거프레소,135,204,2,-,-,44,51,-,3,-,식약처('19)
1369,D011129-ZZ-AVG,D011129,음식,스트로베리 치즈,2019,요거프레소,161,288,4,-,-,47,66,-,5,-,식약처('19)
1370,D011130-ZZ-AVG,D011130,음식,블루베리 치즈,2019,요거프레소,144,278,4,-,-,47,62,-,5,-,식약처('19)
1371,D011131-ZZ-AVG,D011131,음식,초코슈,2019,요거프레소,130,435,5,-,-,58,124,-,12,-,식약처('19)
1372,D011132-ZZ-AVG,D011132,음식,바닐라슈,2019,요거프레소,130,423,5,-,-,56,130,-,13,-,식약처('19)
1373,D011133-ZZ-AVG,D011133,음식,플레인 요거트 쉐이크,2019,요거프레소,360,416,7.4,-,-,15,137.4,-,15,-,식약처('19)
1374,D011134-ZZ-AVG,D011134,음식,딸기 요거트 쉐이크,2019,요거프레소,360,481,4.9,-,-,42,111,-,16,-,식약처('19)
1375,D011135-ZZ-AVG,D011135,음식,망고 요거트 쉐이크,2019,요거프레소,360,484,4.9,-,-,40,89,-,16,-,식약처('19)
1376,D011136-ZZ-AVG,D011136,음식,블루베리 요거트 쉐이크,2019,요거프레소,360,478,4.2,-,-,41,89,-,16,-,식약처('19)
1377,D011137-ZZ-AVG,D011137,음식,메론 요거트 스무디,2019,요거프레소,360,291,12,-,-,12,98,-,6,-,식약처('19)
1378,D011138-ZZ-AVG,D011138,음식,복숭아 요거트 스무디,2019,요거프레소,360,378,6,-,-,78,98,-,6,-,식약처('19)
1379,D011139-ZZ-AVG,D011139,음식,딸기 요거트 스무디,2019,요거프레소,360,375,6,-,-,41,118,-,6,-,식약처('19)
1380,D011140-ZZ-AVG,D011140,음식,망고 요거트 스무디,2019,요거프레소,360,380,6,-,-,75,96,-,6,-,식약처('19)
1381,D011141-ZZ-AVG,D011141,음식,블루베리 요거트 스무디,2019,요거프레소,360,370,5,-,-,75,97,-,6,-,식약처('19)
1382,D011142-ZZ-AVG,D011142,음식,순수 딸기 요거트,2019,요거프레소,360,233,6,-,-,38,94,-,1,-,식약처('19)
1383,D011143-ZZ-AVG,D011143,음식,순수 딸기 바나나 요거트,2019,요거프레소,360,243,6,-,-,36,91,-,5,-,식약처('19)
1384,D011144-ZZ-AVG,D011144,음식,순수 망고 바나나 요거트,2019,요거프레소,360,261,6,-,-,34,92,-,5,-,식약처('19)
1385,D011145-ZZ-AVG,D011145,음식,슈 앤 딸기 스무디,2019,요거프레소,360,550,13,-,-,69,157,-,2,-,식약처('19)
1386,D011146-ZZ-AVG,D011146,음식,슈 앤 망고 스무디,2019,요거프레소,360,556,13,-,-,66,164,-,2,-,식약처('19)
1387,D011147-ZZ-AVG,D011147,음식,플레인 밀크 아이스크림 (콘),2019,요거프레소,120,156,5,-,-,16,55.3,-,2,-,식약처('19)
